SDSS_NAME,RA,DEC,Z,r_mag,Anomaly_Type
080522.87+370949.6,121.3452932482908,37.163803308159984,2.195,19.242756,SiIV Deficient
080649.05+233243.9,121.70440225309476,23.545542365148975,1.942338466644287,20.258514,SiIV Deficient
080756.35+403529.7,121.9848324891322,40.591588106307015,1.9220348596572876,21.004086,SiIV Deficient
081731.63+155403.7,124.3818233336226,15.901037894270216,1.936,20.316345,SiIV Deficient
081921.92+351315.7,124.84134309658398,35.22103856815153,2.0614700317382812,21.032473,SiIV Deficient
081921.92+351315.7,124.84134309658398,35.22103856815153,2.0614700317382812,21.032473,SiIV Deficient
082000.82+070712.8,125.00343305170162,7.1202357566365295,2.33,20.183168,SiIV Deficient
082000.82+070712.8,125.00343305170162,7.1202357566365295,2.33,20.183168,SiIV Deficient
082009.28+074505.6,125.0387022032861,7.751568492624576,2.351,19.830765,SiIV Deficient
082043.26+002228.7,125.180271,0.374641,2.014267,20.265497,SiIV Deficient
082043.26+002228.7,125.180271,0.374641,2.014267,20.265497,SiIV Deficient
082346.31+502134.0,125.94296338355224,50.35946325871987,2.145,20.938866,SiIV Deficient
082346.31+502134.0,125.94296338355224,50.35946325871987,2.145,20.938866,SiIV Deficient
082720.93+261539.1,126.8372329220083,26.26086633180376,1.9022365808486936,21.79458,SiIV Deficient
082814.66+463656.4,127.0610915816703,46.61566884845792,1.985,20.407177,SiIV Deficient
083130.29+563709.8,127.87622374127804,56.61941278948492,2.404,20.288425,SiIV Deficient
083601.04+484407.8,129.004371,48.735512,2.20388,19.00575,SiIV Deficient
083601.04+484407.8,129.004371,48.735512,2.20388,19.00575,SiIV Deficient
083739.81+060123.4,129.41588935633283,6.023168976537707,2.107,19.37678,SiIV Deficient
083739.81+060123.4,129.41588935633283,6.023168976537707,2.107,19.37678,SiIV Deficient
083741.29+590515.0,129.42206060813058,59.087501229861,2.44,19.776455,SiIV Deficient
083810.08+195002.6,129.54200857473535,19.834069032954726,2.175,20.386969,SiIV Deficient
085023.69+205221.1,132.5987333624872,20.872529919640034,2.297945022583008,21.373354,SiIV Deficient
085042.24+515911.6,132.676024,51.986575,1.895969,18.96218,SiIV Deficient
085042.24+515911.6,132.676024,51.986575,1.895969,18.96218,SiIV Deficient
085129.24+380952.0,132.8718436093303,38.164458045896765,2.057955026626587,20.474195,SiIV Deficient
085129.24+380952.0,132.8718436093303,38.164458045896765,2.057955026626587,20.474195,SiIV Deficient
085324.30+452712.8,133.35127535490932,45.45357424576662,2.01,20.660648,SiIV Deficient
090514.11+391747.4,136.30883114536664,39.296520401508786,2.26,20.884655,SiIV Deficient
090514.11+391747.4,136.30883114536664,39.296520401508786,2.26,20.884655,SiIV Deficient
092616.31+263136.7,141.56798375953602,26.52687602286956,2.294,20.178133,SiIV Deficient
093324.66+402133.6,143.35279118179832,40.35935961651409,2.37,20.27087,SiIV Deficient
093324.66+402133.6,143.35279118179832,40.35935961651409,2.37,20.27087,SiIV Deficient
093840.48+251156.3,144.668708,25.198974,2.415886,21.836908,SiIV Deficient
093840.48+251156.3,144.668708,25.198974,2.415886,21.836908,SiIV Deficient
094053.01+304352.9,145.22090485688653,30.731386112083015,1.917,20.287903,SiIV Deficient
094053.01+304352.9,145.22090485688653,30.731386112083015,1.917,20.287903,SiIV Deficient
094142.40+453401.4,145.4266748753246,45.567058778166015,1.999,20.561787,SiIV Deficient
094831.12+555241.6,147.12968471917074,55.87824848718627,2.39,20.751621,SiIV Deficient
095356.44+022920.1,148.48517066173585,2.4889376697087147,2.113,21.404459,SiIV Deficient
100424.31+005927.7,151.10130239983667,0.9910508721120002,2.218,20.13048,SiIV Deficient
100424.31+005927.7,151.10130239983667,0.9910508721120002,2.218,20.13048,SiIV Deficient
101105.67+061917.2,152.773632,6.32146,1.94913,19.158361,SiIV Deficient
101223.33+342737.2,153.09720915510377,34.46035676711807,2.413449764251709,20.676167,SiIV Deficient
101223.33+342737.2,153.09720915510377,34.46035676711807,2.413449764251709,20.676167,SiIV Deficient
101320.05+412724.6,153.33357,41.456842,2.179075,19.60852,SiIV Deficient
101320.05+412724.6,153.33357,41.456842,2.179075,19.60852,SiIV Deficient
102624.89+062642.5,156.60373107641502,6.44514951713039,2.127,19.273455,SiIV Deficient
102818.44+364753.6,157.0768676143568,36.79824977261589,2.095,20.012012,SiIV Deficient
102818.44+364753.6,157.0768676143568,36.79824977261589,2.095,20.012012,SiIV Deficient
103035.74+471339.6,157.64891728191725,47.22769424315749,1.923,20.56747,SiIV Deficient
103114.35+395237.1,157.80982944521585,39.87699751182397,1.9001069068908691,19.695385,SiIV Deficient
103114.35+395237.1,157.80982944521585,39.87699751182397,1.9001069068908691,19.695385,SiIV Deficient
103446.98+472747.8,158.69577435830806,47.463289555621834,2.461,20.094223,SiIV Deficient
104103.90+252046.9,160.2662780085816,25.346372919778705,2.262,20.629295,SiIV Deficient
104103.90+252046.9,160.2662780085816,25.346372919778705,2.262,20.629295,SiIV Deficient
105407.90+093033.0,163.53294895041722,9.50917294224402,2.382,20.602573,SiIV Deficient
105548.89+301713.4,163.95371818908177,30.28708289172649,2.172,20.004772,SiIV Deficient
105548.89+301713.4,163.95371818908177,30.28708289172649,2.172,20.004772,SiIV Deficient
110016.25+545246.7,165.0677328957284,54.879648900137425,2.21,20.474857,SiIV Deficient
110045.62+544728.4,165.190097,54.791231,1.950031,19.463648,SiIV Deficient
110045.62+544728.4,165.190097,54.791231,1.950031,19.463648,SiIV Deficient
110436.37+404439.9,166.15157247766376,40.74444287713764,1.9942222833633425,20.283098,SiIV Deficient
110622.80+555845.8,166.59504094699122,55.97940763227503,2.104,20.293753,SiIV Deficient
111045.69+635815.2,167.690401,63.970894,2.023875,19.543362,SiIV Deficient
111214.14+185622.3,168.05893664551843,18.9395398842734,2.348,19.596283,SiIV Deficient
112455.43+571058.1,171.2309993887088,57.18281118424792,2.314892053604126,19.828815,SiIV Deficient
112455.43+571058.1,171.2309993887088,57.18281118424792,2.314892053604126,19.828815,SiIV Deficient
112557.82+461621.8,171.49093599708343,46.27274157124421,1.933,19.526764,SiIV Deficient
114546.94+370335.9,176.445585,37.059979,1.895958,19.43157,SiIV Deficient
115207.17+405908.9,178.02988476846406,40.98580774403394,2.3258464336395264,20.38699,SiIV Deficient
115207.17+405908.9,178.02988476846406,40.98580774403394,2.3258464336395264,20.38699,SiIV Deficient
115528.46+012511.9,178.86859907303952,1.4199801628564128,2.249,20.73079,SiIV Deficient
120227.15+002101.0,180.61312970238916,0.350304654509945,2.351,20.329094,SiIV Deficient
121032.09+540615.9,182.63371697407712,54.10442411691614,1.924298644065857,21.078783,SiIV Deficient
121032.09+540615.9,182.63371697407712,54.10442411691614,1.924298644065857,21.078783,SiIV Deficient
121439.89+034031.1,183.66624913698377,3.675322930279742,2.395,21.080097,SiIV Deficient
121439.89+034031.1,183.66624913698377,3.675322930279742,2.395,21.080097,SiIV Deficient
121646.04+413958.1,184.19183326557095,41.66614054956687,2.116,19.935217,SiIV Deficient
121917.77+044659.5,184.82408,4.783205,2.049811,19.376162,SiIV Deficient
121917.77+044659.5,184.82408,4.783205,2.049811,19.376162,SiIV Deficient
122123.88+443924.6,185.3495000043112,44.656855025077,1.943895936012268,20.444372,SiIV Deficient
122155.91+303827.7,185.48299945729443,30.641046060258866,2.343,20.834105,SiIV Deficient
122809.55-023441.5,187.039794,-2.5782,2.074332,19.214638,SiIV Deficient
122809.55-023441.5,187.039794,-2.5782,2.074332,19.214638,SiIV Deficient
122909.50+293537.5,187.28962460118723,29.593765721540336,2.402,20.285707,SiIV Deficient
123025.32+414634.6,187.6055,41.776287,2.116,-9999.0,SiIV Deficient
123025.32+414634.6,187.6055,41.776287,2.116,-9999.0,SiIV Deficient
123212.22+092129.4,188.0509332044041,9.358188377404623,2.309,20.04665,SiIV Deficient
124331.33+501913.1,190.88054695323905,50.32033058852876,2.13,20.560507,SiIV Deficient
125041.91+562958.6,192.67463974504028,56.499622656039655,2.205,20.294374,SiIV Deficient
125045.08+420712.5,192.68786417998,42.12014451048985,2.181250810623169,20.795773,SiIV Deficient
125627.98+663221.6,194.1165982437169,66.5393362851621,2.338,20.627666,SiIV Deficient
130751.12+062940.6,196.9630330023617,6.494634371632004,2.445,20.879086,SiIV Deficient
130751.12+062940.6,196.9630330023617,6.494634371632004,2.445,20.879086,SiIV Deficient
131044.75+145432.1,197.68649794598417,14.908928791586565,2.365,21.00945,SiIV Deficient
131633.40+001111.9,199.1391964558732,0.1866561571085296,2.06,20.551352,SiIV Deficient
131950.32+451243.4,199.9596791585012,45.21208230552561,2.389,21.16815,SiIV Deficient
132151.65+362708.2,200.46524361269584,36.45229217637028,2.355,19.898224,SiIV Deficient
132151.65+362708.2,200.46524361269584,36.45229217637028,2.355,19.898224,SiIV Deficient
133141.27+011637.4,202.92196379584897,1.2770768768202445,2.163,19.108599,SiIV Deficient
133141.27+011637.4,202.92196379584897,1.2770768768202445,2.163,19.108599,SiIV Deficient
133602.99+483341.7,204.0124635180545,48.56160880601648,2.125720262527466,19.958097,SiIV Deficient
133602.99+483341.7,204.0124635180545,48.56160880601648,2.125720262527466,19.958097,SiIV Deficient
134116.73+331012.5,205.31971867683356,33.170153915257856,2.1477482318878174,20.198822,SiIV Deficient
134116.73+331012.5,205.31971867683356,33.170153915257856,2.1477482318878174,20.198822,SiIV Deficient
134122.90+544855.5,205.34541671530815,54.81543652025373,2.172,20.351254,SiIV Deficient
134236.82+341237.9,205.65343728932527,34.21052911291693,1.946385383605957,19.602695,SiIV Deficient
134236.82+341237.9,205.65343728932527,34.21052911291693,1.946385383605957,19.602695,SiIV Deficient
134745.54+583505.6,206.9397579746228,58.58491411002232,1.9249204397201536,21.10695,SiIV Deficient
134745.54+583505.6,206.9397579746228,58.58491411002232,1.9249204397201536,21.10695,SiIV Deficient
140300.93+503558.7,210.753879,50.599646,1.885638,19.396177,SiIV Deficient
141719.22+340214.2,214.3301161823995,34.03728343096476,2.429342746734619,20.616814,SiIV Deficient
141719.22+340214.2,214.3301161823995,34.03728343096476,2.429342746734619,20.616814,SiIV Deficient
143349.86+141552.0,218.45776405007928,14.264468708481893,2.406,20.219347,SiIV Deficient
143349.86+141552.0,218.45776405007928,14.264468708481893,2.406,20.219347,SiIV Deficient
143403.84+361724.9,218.5160071175656,36.29025434660499,1.9122238159179688,20.81093,SiIV Deficient
143403.84+361724.9,218.5160071175656,36.29025434660499,1.9122238159179688,20.81093,SiIV Deficient
144705.80+313344.6,221.77417445943604,31.562410657480264,2.36,19.865301,SiIV Deficient
145826.73+544813.1,224.61140062186928,54.80364356332712,1.91,20.216667,SiIV Deficient
145826.73+544813.1,224.61140062186928,54.80364356332712,1.91,20.216667,SiIV Deficient
151704.61+491949.2,229.26922886599004,49.330335899908945,1.902,21.091928,SiIV Deficient
152018.22+545348.5,230.07593507390675,54.89680778412976,2.0984535217285156,21.866112,SiIV Deficient
152018.22+545348.5,230.07593507390675,54.89680778412976,2.0984535217285156,21.866112,SiIV Deficient
152751.04+104520.1,231.9626964212945,10.755609533280728,2.401,20.713995,SiIV Deficient
153117.64+054643.2,232.8235204028042,5.778679665212857,2.415,20.632917,SiIV Deficient
153117.64+054643.2,232.8235204028042,5.778679665212857,2.415,20.632917,SiIV Deficient
153929.29+394432.4,234.87205809020736,39.74234592903358,2.1522274017333984,20.250687,SiIV Deficient
153929.29+394432.4,234.87205809020736,39.74234592903358,2.1522274017333984,20.250687,SiIV Deficient
154116.14+585953.7,235.31728160855232,58.99826835232698,2.426,20.45593,SiIV Deficient
154319.55+195301.4,235.8314639169144,19.883722737931688,2.383,20.758852,SiIV Deficient
154319.55+195301.4,235.8314639169144,19.883722737931688,2.383,20.758852,SiIV Deficient
154904.84+540621.9,237.270166885716,54.106097841692815,2.413,19.998356,SiIV Deficient
155051.24+060305.6,237.71353460548423,6.051556359992989,2.303,20.037205,SiIV Deficient
155051.24+060305.6,237.71353460548423,6.051556359992989,2.303,20.037205,SiIV Deficient
155400.55+550617.6,238.50231371344552,55.10491438109012,2.03616714477539,20.1757,SiIV Deficient
160235.77+124056.8,240.6490457413883,12.682468140616674,2.46,19.764803,SiIV Deficient
160457.50+220300.5,241.23962,22.050143,1.988164,19.01292,SiIV Deficient
160457.50+220300.5,241.23962,22.050143,1.988164,19.01292,SiIV Deficient
161012.20+212318.4,242.5508659123603,21.388459477238165,2.351,20.606705,SiIV Deficient
161012.20+212318.4,242.5508659123603,21.388459477238165,2.351,20.606705,SiIV Deficient
161404.68+543840.4,243.51952309293665,54.64457953587484,2.3651392459869385,20.741488,SiIV Deficient
161645.61+214553.9,244.19005114728935,21.76497553984053,2.113,19.839293,SiIV Deficient
161645.61+214553.9,244.19005114728935,21.76497553984053,2.113,19.839293,SiIV Deficient
162034.52+214954.5,245.14383632646977,21.831806883271874,2.153,20.485016,SiIV Deficient
162434.71+570505.5,246.14464606301516,57.084882902663345,1.9838685989379885,20.332645,SiIV Deficient
162502.73+345629.4,246.2613915671152,34.9415235394536,1.8935354948043823,20.609026,SiIV Deficient
162502.73+345629.4,246.2613915671152,34.9415235394536,1.8935354948043823,20.609026,SiIV Deficient
162704.91+462400.0,246.77047185328465,46.40002461309061,1.918,18.22443,SiIV Deficient
162704.91+462400.0,246.77047185328465,46.40002461309061,1.918,18.22443,SiIV Deficient
162826.10+234246.5,247.10876856093813,23.712942697941035,2.437,19.85705,SiIV Deficient
162826.10+234246.5,247.10876856093813,23.712942697941035,2.437,19.85705,SiIV Deficient
162846.62+215107.4,247.1942558613874,21.85206406963739,1.978,20.421371,SiIV Deficient
162846.62+215107.4,247.1942558613874,21.85206406963739,1.978,20.421371,SiIV Deficient
163838.60+285059.8,249.6608621199265,28.849953674320368,1.932,19.87766,SiIV Deficient
163851.73+345437.6,249.71557774283372,34.91045191215311,2.1916663646698,20.42476,SiIV Deficient
163949.06+361854.7,249.95442515271725,36.31520755735981,2.388,20.672827,SiIV Deficient
164432.32+293711.6,251.13466708052115,29.619909456887996,2.215,20.30354,SiIV Deficient
165137.30+304844.7,252.9054171321238,30.812420440819935,2.2948200702667236,20.260374,SiIV Deficient
165137.30+304844.7,252.9054171321238,30.812420440819935,2.2948200702667236,20.260374,SiIV Deficient
170034.66+330846.8,255.1444191369688,33.146340129241814,2.1172337532043457,20.428679,SiIV Deficient
170205.94+334859.5,255.52476936454963,33.81654823105194,2.14,19.188578,SiIV Deficient
170205.94+334859.5,255.52476936454963,33.81654823105194,2.14,19.188578,SiIV Deficient
170251.12+410907.4,255.7130175718199,41.15208197581096,2.273,20.67638,SiIV Deficient
170251.12+410907.4,255.7130175718199,41.15208197581096,2.273,20.67638,SiIV Deficient
170514.42+345251.3,256.3101131171629,34.88093386847983,2.1411795616149902,20.186132,SiIV Deficient
170514.42+345251.3,256.3101131171629,34.88093386847983,2.1411795616149902,20.186132,SiIV Deficient
172714.23+354549.1,261.80929343166656,35.76365999803803,2.0232343673706055,19.751982,SiIV Deficient
172714.23+354549.1,261.80929343166656,35.76365999803803,2.0232343673706055,19.751982,SiIV Deficient
205016.99-002830.5,312.57081,-0.475154,1.998401,19.93749,SiIV Deficient
205016.99-002830.5,312.57081,-0.475154,1.998401,19.93749,SiIV Deficient
211819.44-013124.5,319.5810330522157,-1.5234921644149697,2.0294110774993896,20.328144,SiIV Deficient
212358.72+074906.0,320.9946800627821,7.8183397143257904,2.435,19.932903,SiIV Deficient
212358.72+074906.0,320.9946800627821,7.8183397143257904,2.435,19.932903,SiIV Deficient
212434.97-014742.5,321.1457219453265,-1.7951397717186028,1.913676381111145,20.693975,SiIV Deficient
212526.70-010256.4,321.36128647380747,-1.0490209842684453,2.0727274417877197,20.292828,SiIV Deficient
212721.61+000045.6,321.8400790593006,0.012687759154672,2.176,21.468079,SiIV Deficient
212721.61+000045.6,321.8400790593006,0.012687759154672,2.176,21.468079,SiIV Deficient
213331.44+004609.5,323.3810044731988,0.769323575253922,1.9869095087051392,20.066587,SiIV Deficient
213841.93+010339.9,324.6747376958979,1.0610938532797036,2.315,20.793653,SiIV Deficient
213841.93+010339.9,324.6747376958979,1.0610938532797036,2.315,20.793653,SiIV Deficient
214222.72+012807.8,325.5946835556009,1.4688560163290365,2.0415449142456055,20.372498,SiIV Deficient
214740.81+062516.9,326.92006371116116,6.421362772115019,2.173,20.629358,SiIV Deficient
214923.20-025634.9,327.3466922668529,-2.9430407069810265,2.403,19.861,SiIV Deficient
215210.14+292851.6,328.04228103124797,29.48102231807052,2.008101463317871,20.480906,SiIV Deficient
215210.14+292851.6,328.04228103124797,29.48102231807052,2.008101463317871,20.480906,SiIV Deficient
215719.62-021719.0,329.3317699530902,-2.2886116400975633,2.198,20.197824,SiIV Deficient
215719.62-021719.0,329.3317699530902,-2.2886116400975633,2.198,20.197824,SiIV Deficient
220445.27+003931.0,331.1886449500408,0.6586226449922414,2.298,20.428833,SiIV Deficient
220445.27+003931.0,331.1886449500408,0.6586226449922414,2.298,20.428833,SiIV Deficient
220446.05+025620.9,331.19187583300646,2.939141731531798,1.9034239053726196,19.725435,SiIV Deficient
221227.43-001158.4,333.114319,-0.199567,1.981044,20.044563,SiIV Deficient
221227.43-001158.4,333.114319,-0.199567,1.981044,20.044563,SiIV Deficient
221306.77+290805.2,333.2782090876359,29.134801419859524,2.075822591781616,20.800205,SiIV Deficient
221314.52+092731.4,333.3105061273749,9.458724161245057,2.424,20.337591,SiIV Deficient
221314.52+092731.4,333.3105061273749,9.458724161245057,2.424,20.337591,SiIV Deficient
221510.05-015454.2,333.79187578716375,-1.9150763558724953,2.0102028846740723,20.107368,SiIV Deficient
221633.94-011008.4,334.1414263885748,-1.1690089438450442,2.0080454349517822,20.782887,SiIV Deficient
221652.58+004828.4,334.21909241010155,0.807890066269332,2.007901668548584,19.666203,SiIV Deficient
221652.58+004828.4,334.21909241010155,0.807890066269332,2.007901668548584,19.666203,SiIV Deficient
222415.44+041949.4,336.0643377884245,4.330389882547279,2.13,20.988586,SiIV Deficient
224112.70+310702.2,340.3029233264979,31.117288084391095,2.1695353984832764,19.820335,SiIV Deficient
224112.70+310702.2,340.3029233264979,31.117288084391095,2.1695353984832764,19.820335,SiIV Deficient
224649.59+113853.3,341.7066278560076,11.648157614183011,2.375,19.876545,SiIV Deficient
225223.06+251818.8,343.0960887107013,25.305243115888807,2.110097169876098,20.508806,SiIV Deficient
230107.15+222832.0,345.2797916147514,22.475556353561956,1.8870609998703003,20.26533,SiIV Deficient
230343.49+242449.1,345.93122940559226,24.4136596001228,2.378,20.602125,SiIV Deficient
230343.49+242449.1,345.93122940559226,24.4136596001228,2.378,20.602125,SiIV Deficient
231147.14+181247.0,347.94643233883914,18.213058218130996,2.074016571044922,19.606213,SiIV Deficient
231446.88+320126.6,348.6953517439143,32.02405938099465,1.8961308002471924,19.315355,SiIV Deficient
231446.88+320126.6,348.6953517439143,32.02405938099465,1.8961308002471924,19.315355,SiIV Deficient
231627.69+273748.3,349.11538715329925,27.630093046492753,2.398,20.474005,SiIV Deficient
231748.99+261323.7,349.4541418771314,26.22327418641343,2.415,19.46362,SiIV Deficient
232038.03+271415.2,350.15847874498803,27.237582262815145,1.99,20.498363,SiIV Deficient
232204.13+341737.9,350.51723867051953,34.29386932228286,2.1920671463012695,19.930275,SiIV Deficient
232453.00+220106.8,351.2208600300595,22.01856148255535,2.1048583984375,20.185226,SiIV Deficient
232453.00+220106.8,351.2208600300595,22.01856148255535,2.1048583984375,20.185226,SiIV Deficient
232758.72+225549.0,351.99467292639844,22.930287233431656,2.353,20.54763,SiIV Deficient
232758.72+225549.0,351.99467292639844,22.930287233431656,2.353,20.54763,SiIV Deficient
232958.86+061146.7,352.495264504108,6.196320053888102,2.040088891983032,19.442177,SiIV Deficient
233617.03+301907.0,354.07099270075514,30.31861187852416,1.998,19.937582,SiIV Deficient
234159.05+003421.1,355.4960707812619,0.5725445251696752,2.395,19.151068,SiIV Deficient
234232.22+295748.6,355.6342557202874,29.963523725291417,2.135,21.005064,SiIV Deficient
235015.40-105434.7,357.5641679633606,-10.909666226729753,1.891,19.22295,SiIV Deficient
235247.46+094352.8,358.1977515278335,9.731338232135457,2.246,21.086384,SiIV Deficient
235354.61-002120.4,358.477558,-0.35568,2.187887,19.607597,SiIV Deficient
235354.61-002120.4,358.477558,-0.35568,2.187887,19.607597,SiIV Deficient
235604.99+054332.6,359.0208080674414,5.725725740357261,2.423,20.212818,SiIV Deficient
235742.00+233241.7,359.4250247330393,23.54494118250269,1.9583160877227783,20.452177,SiIV Deficient
003604.26+053454.2,9.017774143986683,5.581749872269342,1.9249207973480225,18.48745,Blue_BALs
004114.45-004209.8,10.310247527602002,-0.7027445847579439,2.229,20.980473,Blue_BALs
005938.42+230201.1,14.91009292131116,23.033651302227774,2.424,18.62919,Blue_BALs
010338.16+040704.7,15.909027055432318,4.1179766909823865,2.363,18.694803,Blue_BALs
010452.98+051623.3,16.22077089871442,5.273166208982217,2.0685713291168213,18.779015,Blue_BALs
011633.25+015109.2,19.138576689880097,1.8525754035412336,1.9383432865142824,18.848957,Blue_BALs
012114.14+121354.3,20.308926558093617,12.231754546473253,2.075319528579712,18.8871,Blue_BALs
012807.86+075853.0,22.032774601439712,7.981403871141134,2.414,18.13954,Blue_BALs
012913.64+035656.4,22.30685581963752,3.9490013199181297,2.463,19.539602,Blue_BALs
013043.99+032838.0,22.6833272041049,3.477230142237134,2.143,19.978945,Blue_BALs
013709.03+282712.2,24.28762932415941,28.45339432981117,2.425,19.230536,Blue_BALs
013934.10+312612.5,24.892110103763287,31.436812360309517,2.433,19.371353,Blue_BALs
014115.32-000500.9,25.31386819989848,-0.0836061821651353,2.13,20.46517,Blue_BALs
015329.36+303239.6,28.37233754594598,30.54435661635566,2.1061534881591797,19.686039,Blue_BALs
020006.31-003709.7,30.026306793933884,-0.6193752220218789,2.145,18.286558,Blue_BALs
020643.17+022133.7,31.679901410466982,2.3593654456912847,2.141,18.381397,Blue_BALs
033032.42-055101.4,52.635086,-5.850399,2.019167,18.763628,Blue_BALs
072929.62+310505.9,112.373426,31.084978,2.3803,-9999.0,Blue_BALs
074933.85+194632.4,117.39105558458856,19.775688060054545,2.36456036567688,18.297031,Blue_BALs
075441.26+111907.6,118.67195380703964,11.3187876253742,2.367,19.55891,Blue_BALs
075524.24+660424.6,118.851035,66.073513,2.4055,19.63584,Blue_BALs
080954.85+010143.9,122.478544,1.028882,2.397655,-9999.0,Blue_BALs
082439.17+291844.7,126.16324274806796,29.312433731804468,1.9079047441482544,19.829998,Blue_BALs
082936.30+080140.6,127.4012892483456,8.02795560925128,2.208,18.063025,Blue_BALs
083712.19+503326.6,129.3008145009277,50.557413285522635,2.21,19.646955,Blue_BALs
085522.36+485105.6,133.8431924186271,48.85155739981227,1.893,19.5252,Blue_BALs
085543.27+301929.4,133.93029310829053,30.324856963559046,2.265,19.650337,Blue_BALs
091209.70+013044.3,138.04045234138428,1.5123268080948564,2.019,18.411089,Blue_BALs
091258.83+221713.9,138.24515789428617,22.287197628479415,2.229,19.673563,Blue_BALs
091500.43-020228.5,138.75182347197878,-2.041266120772782,2.266,18.826164,Blue_BALs
092151.55+524559.7,140.46481081090084,52.766592138938734,2.01,19.10464,Blue_BALs
093851.34+170437.8,144.71392042870133,17.077176499320164,2.047,18.63622,Blue_BALs
093955.67-013513.9,144.98197167681323,-1.58719573587869,2.315,19.48568,Blue_BALs
094153.24+110353.0,145.47185029129025,11.064740191800777,2.225,19.52356,Blue_BALs
095526.45+093801.1,148.8602117633263,9.63364951250994,2.167,19.885172,Blue_BALs
100313.88+562013.7,150.8078574153673,56.337141534689195,2.195,20.597925,Blue_BALs
100523.18+283547.5,151.34659900765666,28.596548343399025,2.347,19.238857,Blue_BALs
100736.49-015818.6,151.90206400258455,-1.97184812122023,2.265,19.83961,Blue_BALs
101715.11+630109.1,154.31297379197696,63.01921862226201,2.27,19.054707,Blue_BALs
101917.70+153318.1,154.823787280175,15.555054713530698,2.183,18.56357,Blue_BALs
104252.32+011736.5,160.718019,1.293481,2.437593,18.539587,Blue_BALs
105158.74+401736.7,162.99475843338746,40.29353227004105,2.179,16.71227,Blue_BALs
105635.11+561040.0,164.1463185657376,56.1778039872452,2.265,18.332169,Blue_BALs
105811.93-023724.0,164.54970952123264,-2.6233434438087153,2.378,17.797596,Blue_BALs
110406.68+203528.6,166.02785943521434,20.59128322951423,2.1933,17.712603,Blue_BALs
110730.91+482349.1,166.8787976944816,48.39698557198958,2.17,18.705473,Blue_BALs
110942.35+370653.5,167.42645984524444,37.11486519312327,2.420670747756958,19.504072,Blue_BALs
111243.44+490903.2,168.18102,49.150892,2.139971,18.049433,Blue_BALs
111436.02+444050.0,168.6500870787426,44.68055978419488,2.38,19.322197,Blue_BALs
111623.92+260323.8,169.09968468080683,26.05663519234409,2.36,19.542086,Blue_BALs
112122.85+660058.1,170.3452148439684,66.01616556360989,2.37,19.40643,Blue_BALs
112650.76+102637.7,171.71153612919463,10.443822709885607,2.413,19.80772,Blue_BALs
113601.76+231137.8,174.0073460298417,23.19384363600681,2.138,18.97732,Blue_BALs
113624.66+345635.7,174.1027777175922,34.94327526968697,2.1,19.7944,Blue_BALs
113653.28+000302.3,174.2220335874316,0.0506484591546223,2.358,20.168053,Blue_BALs
114113.98+235309.9,175.30828584622898,23.88608417638066,2.194,19.757742,Blue_BALs
115020.82+475018.3,177.586787883621,47.83842979867409,2.097,19.053917,Blue_BALs
115200.98+590258.8,178.00410123783962,59.04967817558418,2.399,20.033182,Blue_BALs
115625.08-024856.3,179.1045323127177,-2.815655103407472,2.345,18.753391,Blue_BALs
115722.04+132249.2,179.34187267735285,13.380347465584624,1.988,18.309477,Blue_BALs
121709.32-023439.5,184.28885446417104,-2.577665941373253,2.466,20.000788,Blue_BALs
122203.08+513959.3,185.51284081319616,51.66647805408032,2.375,20.471409,Blue_BALs
122209.32+492156.4,185.53885135401455,49.36567626147752,2.301,19.171314,Blue_BALs
123436.57+154002.9,188.6523952466801,15.667486658081932,1.886,18.772594,Blue_BALs
123932.76-003838.2,189.8865407476951,-0.6439495474184544,2.18,18.34395,Blue_BALs
124045.31+343750.9,190.18882523871963,34.63082360315149,2.397860050201416,20.91038,Blue_BALs
124202.14+615658.5,190.5089231189819,61.94958896093467,2.019,19.334688,Blue_BALs
124427.39+100204.5,191.11414799694472,10.034599054956429,2.02,20.248405,Blue_BALs
124547.67+341822.6,191.44865263452715,34.30630473743933,2.08,19.15471,Blue_BALs
124745.39+325147.0,191.93912556768103,32.863070393458656,2.279,18.622816,Blue_BALs
124909.51-020220.5,192.28964648612688,-2.0390440049224345,2.181,19.95215,Blue_BALs
125211.66+622042.8,193.04859132920043,62.34523646205777,2.274,18.083727,Blue_BALs
125257.96+274542.4,193.2415202329774,27.761796517789087,2.018,18.568243,Blue_BALs
125500.24-021258.0,193.75102400103137,-2.2161246580727183,2.418,20.32331,Blue_BALs
125626.01+112849.4,194.10841041091368,11.480403553590026,2.011,20.804968,Blue_BALs
125902.26+424345.3,194.7594254317043,42.72926205566809,2.4302003383636475,19.930756,Blue_BALs
131101.21+352637.5,197.75506591282257,35.44375674274823,2.16,19.558384,Blue_BALs
131331.38-003411.9,198.38077842540008,-0.5699969911270207,2.229,19.103035,Blue_BALs
131842.55+152631.6,199.67733281377133,15.44211250028422,2.306,18.538095,Blue_BALs
133026.40+430359.5,202.61003393840815,43.06653985590555,2.28,18.697945,Blue_BALs
140218.64+164927.9,210.5776773616506,16.824417766464855,2.13,19.1003,Blue_BALs
141807.46+381122.5,214.5311160682001,38.18959285162821,1.918041467666626,20.270805,Blue_BALs
142121.84+575319.4,215.341011952164,57.88874674693463,2.268,20.132214,Blue_BALs
144757.97+304624.5,221.991581,30.773488,1.953556,18.874262,Blue_BALs
